r;theta;x;y
0.891654;4.911767;0.176601;-0.873990
0.896286;1.311753;0.229589;0.866382
0.784953;2.629695;-0.684335;0.384495
0.605729;0.303308;0.578080;0.180919
0.304949;5.908060;0.283744;-0.111730
0.249726;5.751163;0.215209;-0.126680
0.972503;1.222752;0.331682;0.914193
0.463652;2.373524;-0.333483;0.322121
0.835145;1.186096;0.313415;0.774105
0.943246;0.652936;0.749224;0.573042
0.850214;0.210656;0.831419;0.177781
0.847717;3.567668;-0.771927;-0.350362
0.637060;3.525231;-0.590752;-0.238450
0.894735;6.214938;0.892652;-0.061016
0.491572;6.278944;0.491568;-0.002085
0.414696;3.474859;-0.391879;-0.135660
0.883774;6.128003;0.873154;-0.136596
0.872820;5.740073;0.747225;-0.451076
0.954035;4.053120;-0.584384;-0.754107
0.980731;3.264297;-0.973357;-0.120038
0.765095;0.152041;0.756269;0.115878
0.659435;0.298357;0.630302;0.193841
0.857413;1.044140;0.430975;0.741227
0.970358;2.718269;-0.884704;0.398616
0.933437;5.223262;0.456394;-0.814254
0.732492;3.733268;-0.607974;-0.408549
0.929965;4.847603;0.125362;-0.921477
0.823609;4.945081;0.189922;-0.801412
0.576697;3.008911;-0.571628;0.076293
0.540855;0.569093;0.455611;0.291450
0.997276;2.918521;-0.972566;0.220624
0.802256;1.834495;-0.209111;0.774524
0.663173;5.791721;0.584682;-0.312963
0.453354;5.443337;0.302648;-0.337541
0.288456;1.051585;0.143131;0.250441
0.621179;1.161949;0.246951;0.569981
0.841377;2.117873;-0.437678;0.718577
0.865314;2.783904;-0.810547;0.302955
0.709401;4.337679;-0.259643;-0.660178
0.626139;5.597734;0.484715;-0.396360
0.722269;2.795678;-0.679486;0.244890
0.696473;5.672831;0.570721;-0.399189
0.465260;4.271058;-0.198733;-0.420681
0.830598;0.410908;0.761458;0.331775
0.821581;6.172708;0.816572;-0.090581
0.394933;4.206938;-0.191227;-0.345549
0.981461;1.985103;-0.395093;0.898425
0.980573;5.776868;0.857547;-0.475539
0.868374;1.049638;0.432351;0.753091
0.886426;5.260786;0.462111;-0.756442
0.922373;4.322618;-0.350480;-0.853191
0.733869;3.510334;-0.684539;-0.264517
0.158228;1.805354;-0.036774;0.153895
0.719799;0.280469;0.691674;0.199245
0.988784;5.718717;0.835397;-0.528967
0.672233;0.098759;0.668957;0.066281
0.595909;5.887175;0.549790;-0.229866
0.958425;0.552462;0.815845;0.502966
0.364808;0.784286;0.258245;0.257671
0.391567;5.077317;0.139743;-0.365783
0.789679;1.943370;-0.287454;0.735502
0.996989;3.687344;-0.852164;-0.517497
0.790719;6.003653;0.760027;-0.218164
0.711531;5.627610;0.564029;-0.433760
0.799323;5.079201;0.286671;-0.746149
0.856120;3.076813;-0.854325;0.055420
0.112690;4.950252;0.026553;-0.109517
0.751485;3.481431;-0.708506;-0.250496
0.274204;0.520505;0.237891;0.136367
0.773774;0.332274;0.731451;0.252400
0.713691;0.318074;0.677892;0.223198
0.764822;5.431581;0.503847;-0.575405
0.709893;0.124929;0.704360;0.088455
0.684648;0.963746;0.390555;0.562325
0.380404;3.908569;-0.273895;-0.263985
0.980543;1.788521;-0.211806;0.957394
0.669117;6.003282;0.643077;-0.184852
0.622786;3.702725;-0.527284;-0.331413
0.653694;2.579197;-0.553012;0.348559
0.696397;0.416161;0.636958;0.281520
0.467839;4.613511;-0.046184;-0.465553
0.268844;1.455010;0.031059;0.267044
0.722579;4.002427;-0.470981;-0.547995
0.886374;3.753003;-0.725798;-0.508799
0.486003;5.659498;0.394503;-0.283842
0.408098;4.684454;-0.011399;-0.407939
0.683895;4.721801;0.006437;-0.683865
0.355486;3.066276;-0.354478;0.026749
0.878283;3.739205;-0.726060;-0.494184
0.800874;2.717101;-0.729795;0.329846
0.856465;0.749056;0.627217;0.583208
0.846813;1.138834;0.354522;0.769030
0.768779;0.659458;0.607585;0.471022
0.877814;0.115215;0.871995;0.100914
0.717947;1.605524;-0.024927;0.717514
0.775192;1.575025;-0.003278;0.775185
0.994882;4.229840;-0.461663;-0.881282
0.999298;0.177588;0.983582;0.176532
0.909153;1.888782;-0.284250;0.863574
0.790932;0.394320;0.730234;0.303861
0.847171;4.977024;0.221584;-0.817679
0.569794;1.164972;0.224941;0.523514
0.244884;6.078272;0.239760;-0.049829
0.435634;5.223520;0.213096;-0.379956
0.280806;5.222433;0.137094;-0.245066
0.513605;5.104366;0.196205;-0.474651
0.683187;3.124213;-0.683083;0.011873
0.714135;0.362948;0.667612;0.253541
0.344299;1.762729;-0.065677;0.337977
0.275866;0.944633;0.161669;0.223529
0.228969;4.253880;-0.101345;-0.205320
0.633258;3.509599;-0.590859;-0.227818
0.930902;5.755184;0.804128;-0.468995
0.766051;4.355108;-0.267909;-0.717676
0.465376;4.578928;-0.061925;-0.461238
0.521774;5.870211;0.477909;-0.209407
0.192948;3.750515;-0.158269;-0.110363
0.797519;0.610707;0.653362;0.457335
0.751199;5.188743;0.344456;-0.667570
0.963611;1.002193;0.518862;0.811991
0.416344;4.452824;-0.106859;-0.402397
0.985844;4.021779;-0.627990;-0.759946
0.453787;3.027729;-0.450849;0.051558
0.835375;2.038680;-0.376753;0.745593
0.527994;4.862897;0.079167;-0.522025
0.689064;5.325358;0.396417;-0.563615
0.983530;2.464121;-0.766327;0.616502
0.960458;5.239617;0.483245;-0.830032
0.555106;3.200108;-0.554156;-0.032464
0.725981;0.258050;0.701943;0.185267
0.868576;5.022125;0.264748;-0.827244
0.701210;4.974109;0.181433;-0.677332
0.955281;0.802570;0.663787;0.686985
0.942789;6.240542;0.941932;-0.040192
0.976497;5.135863;0.401272;-0.890240
0.390790;0.797267;0.273031;0.279591
0.206007;4.027264;-0.130355;-0.159520
0.875771;4.804846;0.080856;-0.872031
0.350481;6.164930;0.348033;-0.041350
0.778160;5.767757;0.677063;-0.383561
0.868984;0.504804;0.760596;0.420272
0.874942;1.500538;0.061422;0.872784
0.994420;4.322850;-0.377642;-0.919922
0.269683;5.110536;0.104559;-0.248589
0.844789;3.768516;-0.684140;-0.495601
0.924358;2.941115;-0.905844;0.184074
0.956779;2.174818;-0.543409;0.787485
0.509654;5.202402;0.239862;-0.449681
0.995097;0.933669;0.591972;0.799867
0.580993;5.929851;0.545102;-0.201040
0.694513;3.080464;-0.693216;0.042428
0.766163;3.297340;-0.756889;-0.118846
0.362257;5.468470;0.248536;-0.263553
0.897694;4.840685;0.114855;-0.890316
0.922775;2.584827;-0.783407;0.487634
0.829691;0.772826;0.594010;0.579258
0.089900;6.096342;0.088335;-0.016700
0.601513;6.264047;0.601403;-0.011511
0.417874;5.974675;0.398145;-0.126883
0.571553;5.581272;0.436443;-0.369040
0.742076;4.382283;-0.240539;-0.702010
0.596976;6.172953;0.593352;-0.065673
0.748297;0.832390;0.503686;0.553397
0.571661;3.456795;-0.543497;-0.177220
0.530168;4.174228;-0.271742;-0.455230
0.101410;1.757903;-0.018864;0.099640
0.819129;0.714034;0.619037;0.536437
0.566497;2.001534;-0.236536;0.514752
0.991956;0.796551;0.693552;0.709197
0.298285;2.210689;-0.178109;0.239272
0.733596;1.845453;-0.198964;0.706100
0.995587;0.393315;0.919567;0.381561
0.513786;2.218034;-0.309805;0.409874
0.758883;2.755774;-0.703098;0.285581
0.905684;5.671059;0.741237;-0.520414
0.918278;2.330685;-0.632547;0.665672
0.774622;1.254218;0.241153;0.736128
0.932603;1.005228;0.499778;0.787382
0.921112;1.234922;0.303593;0.869643
0.475926;4.058165;-0.289622;-0.377657
0.614204;1.487795;0.050921;0.612089
0.962110;0.302963;0.918293;0.287045
0.591973;1.549276;0.012738;0.591836
0.605618;5.345489;0.358312;-0.488247
0.943240;6.107878;0.928783;-0.164511
0.450114;5.932697;0.422750;-0.154550
0.515570;4.461992;-0.127752;-0.499491
0.082559;0.289906;0.079114;0.023601
0.761257;3.661338;-0.660730;-0.378085
0.696230;2.511860;-0.562683;0.410029
0.696633;5.305038;0.389111;-0.577832
0.535786;3.780517;-0.430096;-0.319507
0.748525;0.985304;0.413642;0.623851
0.527284;2.568170;-0.442944;0.286057
0.932584;3.170081;-0.932205;-0.026564
0.233696;1.551683;0.004466;0.233654
0.861002;6.159218;0.854394;-0.106463
0.900849;3.820855;-0.700893;-0.565931
0.862089;4.364640;-0.293785;-0.810487
0.677399;3.976628;-0.454637;-0.502169
0.816549;1.117301;0.357739;0.734014
0.305729;2.820629;-0.290116;0.096452
0.942323;0.630116;0.761359;0.555253
0.703603;2.937295;-0.688971;0.142747
0.826442;3.117371;-0.826199;0.020016
0.931268;4.301814;-0.371703;-0.853872
0.583496;0.969665;0.330011;0.481207
0.535111;5.659636;0.434409;-0.312462
0.557802;0.507204;0.487578;0.270944
0.556324;1.136352;0.234160;0.504643
0.765022;5.532112;0.559198;-0.522069
0.971682;2.051975;-0.449718;0.861347
0.614072;1.709322;-0.084793;0.608190
0.966794;0.755760;0.703584;0.663068
0.983210;5.717146;0.829860;-0.527289
0.519169;0.941259;0.305671;0.419644
0.296203;2.280834;-0.193083;0.224622
0.773772;6.130561;0.764777;-0.117639
0.989770;0.589243;0.822857;0.550047
0.665728;1.124709;0.287221;0.600581
0.326003;1.950640;-0.120874;0.302766
0.929333;2.806994;-0.877794;0.305183
0.990522;4.186832;-0.496940;-0.856846
0.929440;1.836431;-0.243998;0.896841
0.864337;4.333551;-0.319668;-0.803051
0.994729;2.088135;-0.491962;0.864557
0.755095;2.827459;-0.718144;0.233319
0.418654;5.951779;0.395873;-0.136219
0.849736;3.935241;-0.595877;-0.605790
0.764127;4.327563;-0.286852;-0.708242
0.732274;5.362234;0.443072;-0.583020
0.595744;0.881619;0.378835;0.459777
0.856029;5.991866;0.819960;-0.245866
0.340621;1.437480;0.045276;0.337599
0.217752;0.474820;0.193663;0.099552
0.638580;0.965688;0.363257;0.525194
0.949935;1.705533;-0.127604;0.941325
0.341750;5.551257;0.254223;-0.228393
0.673907;6.161612;0.668933;-0.081727
0.831950;4.508701;-0.168289;-0.814751
0.818754;4.282776;-0.341026;-0.744351
0.752510;4.755611;0.032515;-0.751807
0.804973;4.659246;-0.042759;-0.803836
0.839127;5.569321;0.634244;-0.549426
0.940323;5.054050;0.315058;-0.885972
0.758379;5.885994;0.699340;-0.293364
0.417319;2.804820;-0.393876;0.137900
0.277667;5.698472;0.231538;-0.153261
0.632484;4.457763;-0.159312;-0.612091
0.807511;6.055759;0.786718;-0.182070
0.886028;0.376111;0.824094;0.325444
0.796148;4.319194;-0.305037;-0.735393
0.920682;4.716435;0.003726;-0.920675
0.755600;1.896316;-0.241642;0.715920
0.497642;1.652930;-0.040827;0.495965
0.731944;2.729152;-0.670567;0.293397
0.679006;0.640973;0.544233;0.406029
0.437307;3.929397;-0.308477;-0.309966
0.599923;2.586938;-0.509984;0.315949
0.715380;1.533826;0.026442;0.714891
0.464867;3.790382;-0.370413;-0.280883
0.835017;2.452051;-0.644247;0.531224
0.222843;4.865404;0.033965;-0.220239
0.901970;2.825523;-0.857290;0.280362
0.695577;2.925596;-0.679414;0.149077
0.643040;4.933714;0.141162;-0.627354
0.724902;3.541851;-0.667606;-0.282462
0.687493;5.588843;0.528321;-0.439913
0.560667;3.518150;-0.521385;-0.206169
0.437379;0.492275;0.385444;0.206719
0.582542;4.568140;-0.083740;-0.576492
0.716035;1.990237;-0.291605;0.653967
0.587714;1.384154;0.109056;0.577507
0.970638;4.431638;-0.268942;-0.932636
0.794996;2.851982;-0.761889;0.227034
0.682484;2.290045;-0.449634;0.513434
0.757309;1.024404;0.393504;0.647048
0.520654;3.915537;-0.372351;-0.363917
0.673606;3.776081;-0.542505;-0.399291
0.767610;2.852095;-0.735668;0.219130
0.258079;0.017122;0.258042;0.004419
0.489031;0.681355;0.379840;0.308014
0.752615;1.433509;0.103000;0.745533
0.998966;2.495235;-0.797457;0.601660
0.887739;4.433321;-0.244536;-0.853395
0.689548;0.800704;0.480065;0.494990
0.974156;3.170087;-0.973760;-0.027754
0.666477;5.094030;0.248225;-0.618527
0.851369;5.671731;0.697113;-0.488736
0.718371;5.486490;0.502194;-0.513671
0.934314;6.169095;0.928240;-0.106365
0.868347;2.805197;-0.819676;0.286630
0.813163;0.157752;0.803066;0.127747
0.263890;3.966770;-0.179030;-0.193872
0.791258;4.139758;-0.428739;-0.665035
0.291986;1.313481;0.074306;0.282373
0.421829;5.282645;0.227723;-0.355080
0.563461;1.638158;-0.037927;0.562183
0.262505;5.226184;0.129018;-0.228612
0.417375;2.345777;-0.292038;0.298187
0.231754;4.082054;-0.136600;-0.187218
0.707657;3.261231;-0.702598;-0.084461
0.818881;2.898578;-0.794820;0.197047
0.574266;5.728688;0.488221;-0.302360
0.938274;2.275707;-0.607970;0.714655
0.885975;4.733136;0.018380;-0.885784
0.927569;3.386492;-0.899892;-0.224898
0.446949;3.277429;-0.442831;-0.060525
0.283614;4.937032;0.063177;-0.276488
0.391088;4.439234;-0.105504;-0.376588
0.666795;4.741028;0.019094;-0.666522
0.956856;0.872791;0.614962;0.733072
0.771569;4.708701;-0.002846;-0.771563
0.632163;4.173461;-0.324436;-0.542560
0.312311;3.605499;-0.279303;-0.139742
0.193830;4.194655;-0.095929;-0.168427
0.860153;0.343690;0.809850;0.289841
0.838447;5.823149;0.751280;-0.372254
0.179931;0.205931;0.176129;0.036792
0.915714;2.696027;-0.826310;0.394644
0.628463;0.878609;0.401099;0.483824
0.427070;4.848753;0.058057;-0.423106
0.441774;5.645467;0.354946;-0.263016
0.899819;1.731652;-0.144118;0.888203
0.827199;6.048345;0.804494;-0.192479
0.991024;4.054075;-0.606293;-0.783924
0.483254;2.601572;-0.414486;0.248467
0.885514;5.207831;0.420991;-0.779039
0.824511;4.398971;-0.254206;-0.784346
0.097118;4.884278;0.016612;-0.095687
0.888990;3.539658;-0.819482;-0.344604
0.980464;0.292288;0.938880;0.282514
0.366614;4.173945;-0.188000;-0.314741
0.986561;4.292258;-0.402399;-0.900765
0.461986;5.100904;0.175007;-0.427555
0.334993;0.783821;0.237249;0.236502
0.684121;5.095418;0.255678;-0.634547
0.946811;4.166921;-0.491223;-0.809414
0.842298;4.436721;-0.229265;-0.810496
0.968910;5.718176;0.818326;-0.518777
0.430235;2.747430;-0.397244;0.165225
0.745186;2.630374;-0.649913;0.364575
0.606360;5.377087;0.374016;-0.477268
0.873980;0.298401;0.835357;0.256943
0.268812;4.858618;0.039168;-0.265943
0.584124;5.419643;0.379534;-0.444021
0.923569;1.900733;-0.299220;0.873754
0.652253;6.203929;0.650206;-0.051641
0.695102;2.505339;-0.559090;0.413020
0.432287;4.376861;-0.142338;-0.408181
0.852598;1.879251;-0.258837;0.812359
0.906283;1.224876;0.307287;0.852598
0.331744;4.510077;-0.066659;-0.324978
0.926354;5.149196;0.391893;-0.839375
0.969680;1.968334;-0.375410;0.894062
0.854164;0.787798;0.602534;0.605433
0.866336;5.034402;0.274175;-0.821806
0.737576;0.742742;0.543311;0.498830
0.810580;5.178677;0.364415;-0.724045
0.825866;1.543477;0.022559;0.825558
0.337399;0.146122;0.333803;0.049126
0.790296;6.074691;0.773181;-0.163581
0.917671;0.314172;0.872753;0.283587
0.685970;5.288174;0.373506;-0.575368
0.669880;4.130736;-0.368036;-0.559722
0.733647;1.103717;0.330347;0.655064
0.978018;5.503687;0.695632;-0.687471
0.941785;3.662632;-0.816812;-0.468804
0.331801;4.681539;-0.010235;-0.331643
0.958540;0.316490;0.910932;0.298329
0.241580;4.073980;-0.143962;-0.194000
0.831928;2.043612;-0.378856;0.740657
0.982851;1.483611;0.085582;0.979118
0.979701;0.875807;0.627378;0.752470
0.759400;4.032982;-0.477155;-0.590772
0.620517;4.338709;-0.226516;-0.577695
0.426001;0.060375;0.425225;0.025704
0.810768;3.392600;-0.785360;-0.201378
0.244154;4.047955;-0.150548;-0.192214
0.617729;0.155207;0.610304;0.095492
0.549253;2.740594;-0.505682;0.214395
0.447620;4.866648;0.068776;-0.442305
0.910203;0.548673;0.776601;0.474721
0.597894;5.897159;0.553896;-0.225113
0.590564;1.735887;-0.097054;0.582535
0.710835;5.802390;0.630245;-0.328750
0.664094;1.240244;0.215542;0.628142
0.498728;2.557370;-0.416010;0.275074
0.974612;1.310321;0.251002;0.941736
0.739193;3.308455;-0.728927;-0.122772
0.605611;2.813610;-0.573329;0.195088
0.465923;0.405862;0.428072;0.183952
0.676320;2.455343;-0.523220;0.428544
0.777524;0.209682;0.760494;0.161841
0.187168;3.157206;-0.187146;-0.002922
0.240985;2.115624;-0.124896;0.206095
0.968847;4.868156;0.150304;-0.957117
0.792222;4.820051;0.085128;-0.787635
0.615197;6.189522;0.612500;-0.057537
0.471222;4.569340;-0.067178;-0.466409
0.881884;4.569987;-0.125158;-0.872958
0.806668;1.374397;0.157413;0.791160
0.961627;2.612517;-0.830148;0.485367
0.376977;2.456393;-0.291891;0.238562
0.375089;1.287242;0.104938;0.360111
0.957864;3.188446;-0.956813;-0.044863
0.807881;0.845641;0.535828;0.604615
0.297328;3.935995;-0.208341;-0.212127
0.204257;4.353927;-0.071660;-0.191274
0.812284;0.482253;0.719645;0.376718
0.843674;4.510573;-0.169113;-0.826551
0.964270;1.048054;0.481420;0.835495
0.094989;3.502455;-0.088871;-0.033539
0.671037;2.434672;-0.510233;0.435836
0.242648;4.224443;-0.113756;-0.214330
0.338708;2.217650;-0.204132;0.270283
0.957094;1.770526;-0.189892;0.938067
0.756103;2.243776;-0.471293;0.591248
0.462532;1.446113;0.057521;0.458942
0.864902;2.228194;-0.528506;0.684644
0.659566;4.181837;-0.333747;-0.568894
0.615172;0.551029;0.524118;0.322082
0.562584;2.933255;-0.550419;0.116361
0.845063;2.250775;-0.531356;0.657109
0.822279;5.593851;0.634528;-0.522989
0.975360;2.437430;-0.743374;0.631444
0.352875;2.497547;-0.282185;0.211879
0.744804;0.839082;0.497638;0.554156
0.686500;0.031567;0.686158;0.021667
0.721827;3.331094;-0.708905;-0.135970
0.440133;0.955735;0.253960;0.359473
0.632030;0.689554;0.487630;0.402093
0.974808;3.063097;-0.971806;0.076440
0.683267;1.031611;0.350815;0.586330
0.847150;4.594655;-0.099508;-0.841285
0.720287;0.959386;0.413462;0.589800
0.629939;2.598751;-0.539381;0.325408
0.869909;1.443097;0.110785;0.862826
0.938321;6.202924;0.935300;-0.075230
0.322878;3.497152;-0.302682;-0.112398
0.936758;0.349201;0.880221;0.320509
0.678874;0.012799;0.678818;0.008689
0.984594;3.342372;-0.964815;-0.196361
0.368213;2.769050;-0.342956;0.134024
0.732789;4.125640;-0.405713;-0.610226
0.698011;1.552248;0.012946;0.697891
0.570156;5.571194;0.431644;-0.372507
0.597322;1.729937;-0.094657;0.589774
0.611711;2.136289;-0.327774;0.516482
0.662959;0.577129;0.555581;0.361724
0.266951;2.982509;-0.263580;0.042289
0.872294;6.185407;0.868127;-0.085156
0.942489;3.252416;-0.936707;-0.104236
0.854673;1.791229;-0.186876;0.833992
0.710538;5.244675;0.360601;-0.612234
0.598351;2.402564;-0.442255;0.403031
0.637688;5.145269;0.267502;-0.578869
0.949089;2.362930;-0.675612;0.666571
0.931237;0.228394;0.907054;0.210844
0.903759;2.539550;-0.744861;0.511823
0.457513;5.154430;0.195717;-0.413537
0.409368;0.318859;0.388733;0.128330
0.840854;3.294758;-0.831011;-0.128287
0.571032;0.510358;0.498265;0.278943
0.617033;1.771506;-0.123015;0.604646
0.830320;6.084291;0.813951;-0.164059
0.522472;6.073830;0.511064;-0.108585
0.976107;4.257581;-0.428794;-0.876881
0.695930;4.292986;-0.283393;-0.635616
0.981172;3.176370;-0.980578;-0.034116
0.185254;5.259497;0.096373;-0.158213
0.635820;6.015000;0.613092;-0.168481
0.809920;1.916598;-0.274523;0.761976
0.577398;0.248337;0.559685;0.141920
0.926142;4.187881;-0.463800;-0.801641
0.979825;0.421332;0.894135;0.400725
0.697765;0.801992;0.485139;0.501513
0.343229;1.218385;0.118469;0.322135
0.807476;6.033335;0.782404;-0.199656
0.889658;3.450097;-0.847656;-0.270130
0.870937;6.266064;0.870809;-0.014911
0.719336;0.197971;0.705286;0.141479
0.981812;6.198871;0.978324;-0.082682
0.842094;6.060924;0.821380;-0.185628
0.431490;1.182332;0.163435;0.399341
0.685684;1.385461;0.126355;0.673941
0.158899;2.455350;-0.122930;0.100684
0.421687;1.241375;0.136414;0.399013
0.460619;0.173171;0.453730;0.079368
0.486924;0.439251;0.440700;0.207070
0.458733;1.238755;0.149535;0.433677
0.808281;4.381341;-0.262719;-0.764393
0.569908;1.806265;-0.132959;0.554181
0.638417;3.098647;-0.637828;0.027409
0.874107;4.495110;-0.188434;-0.853555
0.205585;3.283555;-0.203516;-0.029087
0.844212;0.477912;0.749624;0.388275
0.265434;1.212667;0.093040;0.248593
0.250288;4.898233;0.046247;-0.245978
0.397024;1.563432;0.002924;0.397013
0.695776;0.905671;0.429403;0.547464
0.992816;3.200359;-0.991102;-0.058311
0.226442;1.027320;0.117097;0.193815
0.840788;1.655280;-0.070948;0.837789
0.841080;2.892603;-0.815143;0.207263
0.577369;5.767034;0.502152;-0.284953
0.810880;3.160599;-0.810733;-0.015411
0.362651;3.133255;-0.362639;0.003024
0.889102;3.387221;-0.862415;-0.216199
0.995911;0.445585;0.898669;0.429223
0.877989;3.458611;-0.834238;-0.273700
0.770397;6.282626;0.770397;-0.000431
0.791528;4.171828;-0.407334;-0.678672
0.439219;4.330126;-0.163838;-0.407517
0.979743;5.446850;0.656611;-0.727158
0.674048;2.789747;-0.632755;0.232298
0.726215;2.764752;-0.675258;0.267236
0.685352;3.635853;-0.603329;-0.325118
0.346235;4.354147;-0.121400;-0.324255
0.917666;5.198054;0.428363;-0.811551
0.391607;4.346815;-0.139994;-0.365729
0.511371;2.056072;-0.238530;0.452331
0.843323;2.469399;-0.659864;0.525141
0.585029;0.113399;0.581272;0.066200
0.669673;2.099193;-0.337615;0.578341
0.298272;1.378066;0.057131;0.292749
0.633170;4.288136;-0.260638;-0.577037
0.468228;3.416627;-0.450630;-0.127161
0.928869;5.833950;0.836706;-0.403386
0.482633;2.130289;-0.256161;0.409044
0.891850;1.279432;0.256192;0.854261
0.884900;5.272447;0.470090;-0.749709
0.802280;4.832448;0.096090;-0.796505
0.646375;1.758563;-0.120656;0.635014
0.679773;4.877398;0.111661;-0.670540
0.327384;0.828124;0.221396;0.241172
0.992185;5.560826;0.744385;-0.655989
0.677520;1.331891;0.160328;0.658277
0.527304;5.034673;0.167015;-0.500156
0.479610;4.564810;-0.070524;-0.474397
0.807305;2.004286;-0.339101;0.732634
0.679846;3.575120;-0.616953;-0.285586
0.719598;4.281539;-0.300536;-0.653835
0.335814;5.635835;0.267874;-0.202521
0.780980;5.416470;0.505555;-0.595268
0.485816;5.791074;0.428168;-0.229542
0.256295;3.364131;-0.249975;-0.056566
0.872247;1.418065;0.132702;0.862093
0.551839;4.366600;-0.187040;-0.519175
0.711039;1.777953;-0.146245;0.695836
0.993771;0.811216;0.684328;0.720608
0.644026;3.068475;-0.642306;0.047048
0.118920;2.451423;-0.091704;0.075713
0.836864;5.080232;0.300939;-0.780882
0.841309;5.845668;0.762063;-0.356456
0.731475;5.503411;0.520132;-0.514314
0.875049;6.265882;0.874918;-0.015141
0.667003;1.781490;-0.139496;0.652253
0.441617;3.503906;-0.412947;-0.156526
0.834779;2.018844;-0.361632;0.752382
0.647860;5.861414;0.591085;-0.265219
0.492937;0.011071;0.492907;0.005457
0.992292;3.268224;-0.984346;-0.125320
0.476921;1.816902;-0.116192;0.462551
0.855261;4.605763;-0.091020;-0.850404
0.756399;4.517943;-0.146153;-0.742144
0.928514;3.162082;-0.928320;-0.019024
0.455429;2.466986;-0.355669;0.284457
0.945207;2.664756;-0.839770;0.433823
0.448528;3.777564;-0.360838;-0.266407
0.595379;1.587038;-0.009670;0.595300
0.690734;3.999493;-0.451759;-0.522520
0.875319;2.754285;-0.810484;0.330606
0.660624;6.039461;0.641100;-0.159421
0.998010;0.837423;0.668047;0.741442
0.531525;5.856545;0.483880;-0.219953
0.763221;0.263008;0.736975;0.198427
0.966364;3.563502;-0.881622;-0.395730
0.749675;1.013566;0.396457;0.636267
0.925375;1.844021;-0.249701;0.891049
0.640856;5.936416;0.602709;-0.217802
0.727248;4.958615;0.177263;-0.705314
0.669382;1.587503;-0.011183;0.669288
0.426405;5.389974;0.267319;-0.332207
0.822659;5.650789;0.663568;-0.486257
0.987629;3.440654;-0.943792;-0.290978
0.389790;2.843299;-0.372576;0.114555
0.429111;5.768718;0.373565;-0.211153
0.943867;3.899100;-0.685767;-0.648542
0.937727;2.533751;-0.769763;0.535533
0.519801;4.261269;-0.226620;-0.467800
0.579100;5.357666;0.348282;-0.462662
0.848564;4.935876;0.188068;-0.827461
0.647958;5.016659;0.194126;-0.618194
0.973079;4.979550;0.256887;-0.938558
0.779913;5.491071;0.547765;-0.555173
0.858679;4.106099;-0.489295;-0.705635
0.814321;4.409251;-0.243089;-0.777192
0.951927;2.270071;-0.612720;0.728519
0.748061;0.623832;0.607161;0.436980
0.510533;3.361554;-0.498232;-0.111394
0.804290;2.592317;-0.685981;0.419896
0.709849;2.182596;-0.407696;0.581093
0.575066;5.724742;0.487703;-0.304708
0.695905;4.564005;-0.102882;-0.688258
0.911445;4.740525;0.025641;-0.911084
0.959655;1.043568;0.482841;0.829339
0.351467;4.027522;-0.222327;-0.272212
0.975530;3.414145;-0.939520;-0.262603
0.977639;2.606850;-0.841160;0.498224
0.923174;0.505130;0.807880;0.446744
0.897317;0.665597;0.705783;0.554119
0.856680;6.186726;0.852698;-0.082507
0.898714;0.982803;0.498510;0.747780
0.588167;5.552043;0.437839;-0.392732
0.505672;0.772436;0.362169;0.352899
0.966951;2.632271;-0.844222;0.471471
0.731791;6.001906;0.703032;-0.203134
0.875392;2.403765;-0.647730;0.588861
0.930781;4.818870;0.098924;-0.925510
0.790764;1.341077;0.180060;0.769990
0.194363;3.432159;-0.186216;-0.055684
0.616058;1.013522;0.325818;0.522849
0.838807;5.325245;0.482487;-0.686151
0.470146;1.104132;0.211523;0.419875
0.882487;0.460482;0.790566;0.392160
0.506085;3.669135;-0.437281;-0.254769
0.423345;6.220498;0.422513;-0.026521
0.754062;3.162076;-0.753904;-0.015445
0.382677;2.707443;-0.347176;0.160969
0.950394;5.771093;0.828478;-0.465695
0.744205;5.266836;0.391804;-0.632717
0.580894;3.805795;-0.457401;-0.358081
0.556622;3.896210;-0.405518;-0.381291
0.994124;4.351326;-0.351193;-0.930024
0.950474;0.816443;0.650901;0.692624
0.951827;5.913596;0.887555;-0.343831
0.822305;5.038197;0.263199;-0.779046
0.320133;5.630589;0.254349;-0.194401
0.805849;5.277084;0.431257;-0.680743
0.268075;5.934657;0.251957;-0.091551
0.955595;2.060797;-0.449728;0.843153
0.726974;3.824795;-0.563808;-0.458924
0.913434;3.854439;-0.691016;-0.597377
0.792684;3.123723;-0.792557;0.014164
0.210611;3.340116;-0.206474;-0.041537
0.644712;0.719739;0.484809;0.424987
0.941377;4.731817;0.018288;-0.941200
0.848682;4.475965;-0.198784;-0.825073
0.943157;1.413057;0.148157;0.931448
0.636323;4.982227;0.169628;-0.613297
0.595681;1.953323;-0.222347;0.552628
0.856810;0.194917;0.840586;0.165951
0.335760;2.217719;-0.202374;0.267917
0.665965;1.749748;-0.118540;0.655331
0.439130;3.238190;-0.437083;-0.042353
0.472240;3.910340;-0.339438;-0.328318
0.599761;1.682976;-0.067140;0.595991
0.864544;1.219409;0.297577;0.811717
0.938780;5.605462;0.731312;-0.588635
0.831403;2.777275;-0.776836;0.296239
0.650948;3.915914;-0.465360;-0.455163
0.270035;5.191652;0.124520;-0.239612
0.613457;4.983697;0.164402;-0.591018
0.733927;4.914877;0.147598;-0.718932
0.134443;5.928537;0.126077;-0.046687
